"minutes__minute","minutes__value__rmssd","minutes__value__coverage","minutes__value__hf","minutes__value__lf","dateTime"
"2025-04-13T08:30:00.000","186.219","0.957","5451.973","6298.421",""
"2025-04-13T08:35:00.000","193.816","1","7485.742","4456.301",""
"2025-04-13T08:40:00.000","170.85","1.003","6124.638","5617.474",""
"2025-04-13T08:45:00.000","166.549","1.002","5585.599","2463.667",""
"2025-04-13T08:50:00.000","162.613","0.986","5398.387","1493.93",""
"2025-04-13T08:55:00.000","161.512","0.977","5327.582","1536.459",""
"2025-04-13T09:00:00.000","185.844","0.922","5798.413","5255.672",""
"2025-04-13T09:05:00.000","174.165","1.005","5015.047","4131.783",""
"2025-04-13T09:10:00.000","146.45","1.004","3537.919","1288.274",""
"2025-04-13T09:15:00.000","162.769","1.002","5160.708","1978.226",""
"2025-04-13T09:20:00.000","168.372","1.005","4854.804","2915.651",""
"2025-04-13T09:25:00.000","164.376","1.004","4701.966","757.715",""
"2025-04-13T09:30:00.000","218.788","0.961","6775.575","10581.269",""
"2025-04-13T09:35:00.000","218.772","1.004","9691.435","6643.311",""
"2025-04-13T09:40:00.000","195.672","0.871","4500.868","3962.304",""
"2025-04-13T09:45:00.000","195.59","0.944","4413.314","4804.838",""
"2025-04-13T09:50:00.000","160.359","0.998","4176.98","2439.934",""
"2025-04-13T09:55:00.000","173.725","0.987","5701.071","6925.79",""
"2025-04-13T10:00:00.000","177.633","0.943","4453.911","7270.208",""
"2025-04-13T10:05:00.000","155.414","1.006","4188.312","3321.742",""
"2025-04-13T10:10:00.000","126.429","0.995","2649.339","918.618",""
"2025-04-13T10:15:00.000","131.798","0.99","2972.205","3807.714",""
"2025-04-13T10:20:00.000","144.358","1.005","3993.805","1660.369",""
"2025-04-13T10:25:00.000","150.852","0.945","3960.711","4843.322",""
"2025-04-13T10:30:00.000","181.002","1.002","5951.054","3866.516",""
"2025-04-13T10:35:00.000","171.761","1.003","5334.491","5354.761",""
"2025-04-13T10:40:00.000","164.102","1.008","5133.163","1927.581",""
"2025-04-13T10:45:00.000","160.678","1.003","5227.547","7874.408",""
"2025-04-13T10:50:00.000","186.913","0.987","5846.444","5440.924",""
"2025-04-13T10:55:00.000","169.935","1.003","4709.623","2933.699",""
"2025-04-13T11:00:00.000","163.803","0.962","5166.498","3266.27",""
